Variant,Cycle,Period,SEI Thickness [m],Growth Rate [m/cycle],Crack Length [m],Discharge Capacity [A.h],CC Capacity [A.h],CC Time [h],CV Capacity [A.h],CV Time [h],Total Charge Capacity [A.h]
Only SEI,75,Cycling,2.375395917029461e-08,1.4000372879880533e-10,0.0,4.102708625127481,3.7535083809421566,5.254911733318266,0.3509134900323301,1.1907145855472976,4.104421870974487
Only SEI,76,Cycling,2.3893138542214627e-08,1.3917937192001712e-10,0.0,4.102565584272238,3.753330786011915,5.254663100416096,0.3509482797281609,1.190799534902382,4.1042790657400765
Only SEI,77,Cycling,2.4031507893711833e-08,1.383693514972056e-10,0.0,4.1024234800356645,3.7531543706553716,5.25441611891641,0.3509825983270325,1.190882581183672,4.104136968982404
Only SEI,78,Cycling,2.4169081159940595e-08,1.3757326622876226e-10,0.0,4.102282072589476,3.7529791260312106,5.254170776440532,0.3510166004826476,1.190965169510875,4.103995726513858
Only SEI,79,Cycling,2.4305871887084395e-08,1.367907271438004e-10,0.0,4.1021415079419175,3.7528050210035895,5.253927029402817,0.3510503393018358,1.1910476866117392,4.103855360305426
Only SEI,80,Cycling,2.444189323549047e-08,1.3602134840607396e-10,0.0,4.102001806825889,3.7526320591270985,5.2536848827757865,0.35108366870360186,1.1911293860150352,4.1037157278307
Only SEI,81,Cycling,2.4577158001339675e-08,1.3526476584920578e-10,0.0,4.101862827853343,3.7524602411865526,5.253444337661263,0.35111667457169027,1.1912105495129985,4.103576915758243
Only SEI,82,Cycling,2.471167863162885e-08,1.3452063028917384e-10,0.0,4.10172466132498,3.752289542219038,5.253205359105699,0.35114934901646455,1.1912911871826886,4.103438891235502
Only SEI,83,Cycling,2.4845467233315472e-08,1.337886016866231e-10,0.0,4.101587268579855,3.752119933250509,5.252967906550829,0.3511816868445914,1.1913710969999016,4.103301620095101
Only SEI,84,Cycling,2.4978535575395872e-08,1.3306834208040048e-10,0.0,4.10145062266642,3.751951459908348,5.252732043872875,0.3512134271837346,1.1914487804692797,4.103164887092083
Only SEI,85,Cycling,2.511089513088548e-08,1.3235955548960606e-10,0.0,4.101314499875567,3.751784063100646,5.2524976883429275,0.3512449393147117,1.1915265058542843,4.103029002415358
Only SEI,86,Cycling,2.5242557073865324e-08,1.3166194297984526e-10,0.0,4.101179220421139,3.7516177444100496,5.252264842170945,0.3512760801182635,1.1916039228992616,4.102893824528313
Only SEI,87,Cycling,2.537353228131803e-08,1.3097520745270708e-10,0.0,4.101044635394429,3.7514524908018485,5.25203348712175,0.3513068632043477,1.1916805353826305,4.102759354006196
Only SEI,88,Cycling,2.550383134396937e-08,1.3029906265133907e-10,0.0,4.100910750105527,3.7512883168202404,5.251803643545145,0.35133716973958595,1.191755555584166,4.102625486559827
Only SEI,89,Cycling,2.5633464584648168e-08,1.296332406787977e-10,0.0,4.100777457958801,3.7511251792414804,5.251575250938643,0.35136706741396173,1.1918294060260166,4.1024922466554425
Only SEI,90,Cycling,2.5762442071168686e-08,1.28977486520518e-10,0.0,4.100644785503359,3.750963074555813,5.251348304379263,0.3513966096042602,1.1919026010787377,4.102359684160073
Only SEI,91,Cycling,2.5890773623764615e-08,1.2833155259592953e-10,0.0,4.100512780937592,3.750801976659771,5.2511227673236025,0.3514258177942966,1.1919754748648703,4.102227794454068
Only SEI,92,Cycling,2.6018468806838483e-08,1.27695183073868e-10,0.0,4.100381442438392,3.750641880638015,5.250898632892877,0.3514545337834005,1.19204649458419,4.102096414421416
Only SEI,93,Cycling,2.614553696107287e-08,1.2706815423438666e-10,0.0,4.100250603321069,3.7504827930966975,5.250675910335559,0.3514829059359319,1.1921171082641067,4.101965699032629
Only SEI,94,Cycling,2.6271987194409617e-08,1.2645023333674702e-10,0.0,4.100120422499043,3.750324671611547,5.250454540256769,0.35151085930763193,1.19218631698093,4.101835530919178
Only SEI,95,Cycling,2.6397828389095206e-08,1.2584119468558917e-10,0.0,4.0999907794745525,3.7501674965989835,5.250234495240164,0.3515382978080819,1.192253510695167,4.101705794407065
Only SEI,96,Cycling,2.652306923091224e-08,1.2524084181703404e-10,0.0,4.09986156312228,3.750011286388709,5.250015800942975,0.3515654612269321,1.1923205519808135,4.101576747615641
Only SEI,97,Cycling,2.6647718187665835e-08,1.2464895675359475e-10,0.0,4.099733027959976,3.749856009747603,5.249798413647255,0.35159209839524186,1.1923854187877936,4.101448108142845
Only SEI,98,Cycling,2.6771783531896715e-08,1.2406534423088024e-10,0.0,4.099604892358398,3.7497016691068517,5.2495823367480625,0.3516182870075406,1.192448858793739,4.101319956114392
Only SEI,99,Cycling,2.6895273354084175e-08,1.2348982218746008e-10,0.0,4.099477236432375,3.7495482261214415,5.249367516570118,0.3516441581414398,1.1925118380670767,4.101192384262881
Only SEI,100,Cycling,2.701819554707145e-08,1.2292219298727413e-10,0.0,4.09935015651599,3.749395693742806,5.249153971239764,0.35166951947079683,1.1925726684947051,4.101065213213603
Only SEI,101,Post-Rest (96hr),2.7933288341663285e-08,9.150927945918353e-10,0.0,4.098539124893715,3.7482664896037887,5.247573085445447,0.351846341198629,1.1929741848287847,4.100112830802418
Only SEI,102,Cycling,2.8051635777238506e-08,1.1834743557522136e-10,0.0,4.0982745537874266,3.7481212921816507,5.247369809054799,0.35186735651421586,1.1930174884214608,4.0999886486958665
Only SEI,103,Cycling,2.8169482915412515e-08,1.1784713817400876e-10,0.0,4.098150804103829,3.7479768994380525,5.247167659211904,0.35188799037228424,1.1930592265410382,4.099864889810337
Only SEI,104,Cycling,2.8286835997030595e-08,1.1735308161808013e-10,0.0,4.098027471364007,3.747833313893965,5.246966639451685,0.35190791180012004,1.1930975797270804,4.0997412256940855
Only SEI,105,Cycling,2.8403701145940913e-08,1.168651489103181e-10,0.0,4.097904228950272,3.7476905095919886,5.246766713429906,0.35192744245506,1.1931346886601801,4.099617952047049
Only SEI,106,Cycling,2.8520084344412014e-08,1.1638319847110114e-10,0.0,4.0977813714939115,3.7475484965849715,5.246567895218774,0.3519462811073928,1.1931680083327336,4.099494777692364
Only SEI,107,Cycling,2.8635991464532277e-08,1.1590712012026282e-10,0.0,4.097658607670098,3.7474072629900146,5.246370168182139,0.3519646442653026,1.193199541589749,4.099371907255318
Only SEI,108,Cycling,2.8751428243935597e-08,1.1543677940332019e-10,0.0,4.097536143852546,3.747266792986905,5.2461735101804265,0.3519822442159084,1.193226926406112,4.099249037202814
Only SEI,109,Cycling,2.8866400310423024e-08,1.1497206648742673e-10,0.0,4.097413674059659,3.747127081104243,5.245977913546383,0.3519992434697543,1.1932513717225959,4.099126324573998
Only SEI,110,Cycling,2.8980913182196537e-08,1.1451287177351371e-10,0.0,4.097291358187995,3.746988110328136,5.2457833544584105,0.35201567656890287,1.1932728995404602,4.099003786897039
Only SEI,111,Cycling,2.9094972270673327e-08,1.1405908847678929e-10,0.0,4.097169212858256,3.7468498968081807,5.245589855531309,0.352031476902281,1.1932917141216315,4.098881373710462
Only SEI,112,Cycling,2.9208582871773773e-08,1.1361060110044652e-10,0.0,4.09704718642428,3.746712410030967,5.245397374043119,0.3520466072193913,1.1933067114425988,4.098759017250359
Only SEI,113,Cycling,2.9321750187700902e-08,1.1316731592712891e-10,0.0,4.0969252122999364,3.746575650123377,5.245205910172622,0.35206117631718437,1.1933191849104148,4.098636826440561
Only SEI,114,Cycling,2.943447930450886e-08,1.1272911680795643e-10,0.0,4.096803399980184,3.746439616199422,5.245015462678879,0.35207490869626357,1.1933268729554456,4.098514524895686
Only SEI,115,Cycling,2.9546775221941092e-08,1.1229591743223382e-10,0.0,4.09668147245018,3.746304288851272,5.244826004392323,0.35208806066300413,1.1933317250144029,4.098392349514276
Only SEI,116,Cycling,2.9658642842753425e-08,1.1186762081233282e-10,0.0,4.096559664789984,3.7461696642324522,5.244637529924049,0.35210053906236993,1.19333304451132,4.098270203294822
Only SEI,117,Cycling,2.9770086966899454e-08,1.1144412414602851e-10,0.0,4.096437886352915,3.7460357471751173,5.244450046044491,0.3521121886903522,1.1933296156103523,4.0981479358654695
Only SEI,118,Cycling,2.988111231367859e-08,1.1102534677913814e-10,0.0,4.096315979716729,3.7459025141756053,5.244263519847252,0.3521232149442408,1.1933229499241378,4.098025729119846
Only SEI,119,Cycling,2.9991723510965216e-08,1.1061119728662452e-10,0.0,4.096194130512253,3.7457699621825857,5.24407794705742,0.35213350335884286,1.19331220711004,4.097903465541428
Only SEI,120,Cycling,3.0101925093099826e-08,1.1020158213460978e-10,0.0,4.0960722194553005,3.745638092452534,5.243893329431529,0.3521429226650863,1.1932965028393028,4.09778101511762
Only SEI,121,Cycling,3.0211721523640294e-08,1.0979643054046802e-10,0.0,4.095950117968262,3.7455068908268503,5.243709647157427,0.35215177148457855,1.193277703825073,4.097658662311429
Only SEI,122,Cycling,3.032111717994413e-08,1.0939565630383334e-10,0.0,4.095828113236665,3.745376350498697,5.243526890698675,0.352159811457347,1.1932546112426685,4.097536161956044
Only SEI,123,Cycling,3.043011634508e-08,1.0899916513587004e-10,0.0,4.095705953221667,3.7452464812789934,5.243345073789904,0.35216691544373724,1.1932256049989363,4.097413396722731
Only SEI,124,Cycling,3.05387232405598e-08,1.08606895479802e-10,0.0,4.095583527700889,3.7451172489398394,5.243164148516307,0.3521733491602008,1.193192965810951,4.09729059810004
Only SEI,125,Cycling,3.064694201159026e-08,1.0821877103046104e-10,0.0,4.095461063446928,3.744988660766578,5.242984125073136,0.35217899320019663,1.1931561010226375,4.097167653966775
Only SEI,126,Cycling,3.075477671459097e-08,1.078347030007088e-10,0.0,4.09533844989598,3.7448607132033382,5.242804998483706,0.3521836902168065,1.193113098792523,4.097044403420145
Only SEI,127,Cycling,3.0862231351334595e-08,1.0745463674362574e-10,0.0,4.095215527373122,3.7447333980800916,5.242626757313289,0.3521876819959653,1.1930664956630324,4.096921080076057
Only SEI,128,Cycling,3.0969309844988494e-08,1.0707849365389923e-10,0.0,4.095092528643109,3.7446067047156584,5.242449386603511,0.35219081694622023,1.1930146654656824,4.096797521661879
Only SEI,129,Cycling,3.107601604265217e-08,1.0670619766367589e-10,0.0,4.094969290846686,3.7444806435504967,5.242272900971116,0.35219298097205076,1.192956760286279,4.0966736245225475
Only SEI,130,Cycling,3.118235373511716e-08,1.0633769246499131e-10,0.0,4.094845712450207,3.7443551834264244,5.242097256794125,0.3521943515633206,1.1928943475770097,4.0965495349897445
Only SEI,131,Cycling,3.1288326637674236e-08,1.0597290255707407e-10,0.0,4.094721935693421,3.744230337663071,5.241922472728076,0.35219471422198767,1.1928256587599897,4.096425051885058
Only SEI,132,Cycling,3.139393840786856e-08,1.0561177019432648e-10,0.0,4.09459776810353,3.7441060959143995,5.241748534280312,0.35219423255082916,1.1927517758354895,4.096300328465229
Only SEI,133,Cycling,3.149919264306887e-08,1.0525423520030527e-10,0.0,4.094473348548019,3.7439824396498427,5.24157541550953,0.3521928570693702,1.1926726662406182,4.096175296719213
Only SEI,134,Cycling,3.160409287578672e-08,1.0490023271784988e-10,0.0,4.094348624681738,3.7438593888224188,5.241403144351402,0.3521905289308358,1.192587740178972,4.0960499177532546
Only SEI,135,Cycling,3.170864257827454e-08,1.0454970248782544e-10,0.0,4.094223546548941,3.7437369137521195,5.241231679252124,0.352187250300537,1.192496909488284,4.095924164052656
Only SEI,136,Cycling,3.181284515669032e-08,1.0420257841577462e-10,0.0,4.094098092969923,3.7436150152872614,5.241061021403013,0.35218292658149375,1.1923989818022989,4.095797941868755
Only SEI,137,Cycling,3.1916703980875365e-08,1.0385882418504732e-10,0.0,4.09397216721648,3.743493703849885,5.24089118539365,0.35217779879110367,1.1922968628989992,4.095671502640989
Only SEI,138,Cycling,3.202022235320045e-08,1.0351837232508853e-10,0.0,4.093846021329234,3.7433729485848857,5.240722128019655,0.35217170397249653,1.1921883671451354,4.095544652557383
Only SEI,139,Cycling,3.212340352378102e-08,1.0318117058056963e-10,0.0,4.093719461732341,3.743252777094658,5.240553887932677,0.35216463505555096,1.1920739749984648,4.0954174121502085
Only SEI,140,Cycling,3.2226250683222586e-08,1.02847159441563e-10,0.0,4.093592509368719,3.74313316670493,5.240386433383094,0.3521565028621483,1.1919526556476967,4.095289669567078
Only SEI,141,Cycling,3.2328766978980434e-08,1.025162957578479e-10,0.0,4.093465051026147,3.7430141002948605,5.240219740413188,0.35214749203449447,1.1918257554755165,4.0951615923293545
Only SEI,142,Cycling,3.243095551078804e-08,1.0218853180760791e-10,0.0,4.093337258602652,3.7428955951094816,5.240053833152601,0.3521375234807258,1.1916932643839715,4.095033118590207
Only SEI,143,Cycling,3.2532819324682535e-08,1.01863813894493e-10,0.0,4.093209063880259,3.7427776305304326,5.23988868274283,0.35212660721687383,1.191554649881681,4.094904237747306
Only SEI,144,Cycling,3.2634361409497124e-08,1.0154208481458966e-10,0.0,4.093080460794351,3.742660211109098,5.239724295553046,0.3521145576037843,1.1914085647481159,4.094774768712883
Only SEI,145,Cycling,3.273558472005865e-08,1.0122331056152354e-10,0.0,4.092951265841128,3.742543319040251,5.239560646655278,0.35210165231023227,1.1912571816644402,4.094644971350483
Only SEI,146,Cycling,3.283649215375871e-08,1.0090743370006175e-10,0.0,4.0928217408257295,3.7424269588978047,5.239397742455651,0.35208761586480364,1.1910983390559409,4.094514574762608
Only SEI,147,Cycling,3.2937086570788e-08,1.0059441702929147e-10,0.0,4.092691614580006,3.7423111170339753,5.239235563850741,0.352072644150045,1.1909336232292276,4.09438376118402
Only SEI,148,Cycling,3.3037370785388045e-08,1.0028421460004437e-10,0.0,4.092561066164909,3.742195813871839,5.239074139423153,0.3520566108992935,1.1907623692413125,4.094252424771133
Only SEI,149,Cycling,3.313734756538094e-08,9.997677999289661e-11,0.0,4.092429997291853,3.742081014880693,5.238913420832034,0.35203957846515443,1.1905842794382124,4.094120593345847
Only SEI,150,Cycling,3.323701963830255e-08,9.967207292160466e-11,0.0,4.092298429209157,3.7419667128253566,5.238753397956145,0.3520214978395555,1.190399559490828,4.093988210664913
Only SEI,151,Post-Rest (96hr),3.398489710556223e-08,7.47877467259682e-10,0.0,4.091606385680627,3.7411141230940643,5.237559772331896,0.35184746012914037,1.1887527856348807,4.092961583223205
Only SEI,152,Cycling,3.408205508742198e-08,9.715798185975203e-11,0.0,4.0911415854332525,3.7410039940230067,5.237405591631845,0.35181942088091667,1.1885018047171485,4.092823414903924
Only SEI,153,Cycling,3.4178932481130605e-08,9.68773937086245e-11,0.0,4.091003656742912,3.740894322056703,5.237252050879704,0.35179004594344354,1.1882414665589138,4.092684368000146
Only SEI,154,Cycling,3.4275531598160004e-08,9.659911702939927e-11,0.0,4.0908648512385,3.7407851011257005,5.237099141576323,0.3517593387925082,1.187971868334472,4.092544439918209
Only SEI,155,Cycling,3.437185471900147e-08,9.632312084146248e-11,0.0,4.090725160668587,3.740676328837289,5.23694686037247,0.35172731411850444,1.1876933001575765,4.0924036429557935
Only SEI,156,Cycling,3.446790409419212e-08,9.6049375190652e-11,0.0,4.090584598432853,3.740568000678662,5.236795200952756,0.35169402258996385,1.187406078680496,4.092262023268626
Only SEI,157,Cycling,3.4563681939214496e-08,9.577784502237696e-11,0.0,4.0904432143876335,3.740460113138316,5.236644158388742,0.35165937810053904,1.1871095869245067,4.092119491238855
Only SEI,158,Cycling,3.465919044153479e-08,9.550850232029471e-11,0.0,4.090300913484634,3.740352661929718,5.23649372670441,0.3516234357883965,1.1868044427240392,4.091976097718114
Only SEI,159,Cycling,3.4754431752248574e-08,9.524131071378327e-11,0.0,4.0901577501796025,3.7402456478803288,5.236343907028953,0.351586135021003,1.1864896253092354,4.091831782901332
Only SEI,160,Cycling,3.484940799530665e-08,9.497624305807702e-11,0.0,4.090013664082848,3.7401390443112272,5.23619466203084,0.35154751800396067,1.1861656714550861,4.0916865623151875
Only SEI,161,Cycling,3.494412126436326e-08,9.47132690566074e-11,0.0,4.0898686699127875,3.740032857372528,5.236046000321568,0.35150758702200235,1.1858323706254321,4.09154044439453
Only SEI,162,Cycling,3.5038573627832666e-08,9.445236346940723e-11,0.0,4.0897227752101415,3.739927112535373,5.235897957549646,0.3514663316496094,1.1854901899027261,4.091393444184982
Only SEI,163,Cycling,3.513276712497691e-08,9.419349714424283e-11,0.0,4.0895760013453195,3.739821769732538,5.235750477624933,0.3514237939221081,1.1851389823443128,4.091245563654646
Only SEI,164,Cycling,3.5226703766993545e-08,9.393664201663626e-11,0.0,4.089428340805644,3.7397168304960497,5.235603562694635,0.35137996163099583,1.1847786792292112,4.091096792127045
Only SEI,165,Cycling,3.532038553757946e-08,9.368177058591587e-11,0.0,4.089279787624047,3.739612297895106,5.235457217051874,0.3513347937312248,1.1844092137203575,4.090947091626331
Only SEI,166,Cycling,3.541381439569083e-08,9.342885811136762e-11,0.0,4.089130305743881,3.739508164161413,5.235311429824094,0.3512883829786517,1.1840309390165515,4.090796547140065
Only SEI,167,Cycling,3.550699227643696e-08,9.317788074612885e-11,0.0,4.088979977491206,3.739404423657355,5.235166193124428,0.35124074083348544,1.1836440589875252,4.090645164490841
Only SEI,168,Cycling,3.559992108875961e-08,9.29288123226519e-11,0.0,4.088828808510905,3.739301082856679,5.235021515999264,0.35119186283970594,1.183248464609207,4.0904929456963846
Only SEI,169,Cycling,3.569260271952426e-08,9.268163076465088e-11,0.0,4.088676804626003,3.7391981282529185,5.234877379553723,0.35114175826487504,1.1828446424328831,4.090339886517794
Only SEI,170,Cycling,3.5785039026231904e-08,9.243630670764419e-11,0.0,4.088523955381763,3.739095546091666,5.2347337645274195,0.35109045199578004,1.1824318957424396,4.0901859980874455
Only SEI,171,Cycling,3.587723185275607e-08,9.219282652416872e-11,0.0,4.088370277044118,3.7389933563223234,5.234590698851283,0.3510380525563419,1.1820118356425713,4.090031408878666
Only SEI,172,Cycling,3.596918301217705e-08,9.195115942097696e-11,0.0,4.088215895907188,3.7388915361323205,5.234448150586132,0.3509844389535641,1.1815831721962162,4.089875975085885
Only SEI,173,Cycling,3.606089429834948e-08,9.171128617243269e-11,0.0,4.088060668711913,3.738790089062624,5.234306124687038,0.35092976018222455,1.1811468163380354,4.089719849244848
Only SEI,174,Cycling,3.615236748904524e-08,9.147319069575592e-11,0.0,4.0879047481089605,3.7386890085476043,5.234164611966875,0.35087406146520816,1.1807036025337538,4.0895630700128125
Only SEI,175,Cycling,3.624360433595983e-08,9.1236846914594e-11,0.0,4.087748172149038,3.738588296978723,5.23402361577071,0.35081731147225304,1.1802529150002243,4.089405608450976
Only SEI,176,Cycling,3.633460657090988e-08,9.10022349500498e-11,0.0,4.087590913175905,3.7384879417496677,5.233883118449697,0.3507595851965748,1.1797951964410913,4.0892475269462425
Only SEI,177,Cycling,3.6425375909482854e-08,9.076933857297204e-11,0.0,4.087433031522678,3.7383879421411486,5.233743119001019,0.35070094399343654,1.1793312416905195,4.089088886134585
Only SEI,178,Cycling,3.65159140467383e-08,9.053813725544447e-11,0.0,4.087274589619005,3.738288303316506,5.233603624640892,0.35064140488772644,1.1788610932428583,4.088929708204232
Only SEI,179,Cycling,3.66062226580066e-08,9.030861126830288e-11,0.0,4.087115610676663,3.7381890035318275,5.233464604941602,0.3505810624421044,1.1783849717891428,4.088770065973932
Only SEI,180,Cycling,3.669630340592675e-08,9.008074792014823e-11,0.0,4.086956164309371,3.738090050001076,5.233326070004267,0.3505199792295586,1.177904053731197,4.088610029230635
Only SEI,181,Cycling,3.678615792830671e-08,8.98545223799582e-11,0.0,4.086796321717117,3.7379914429358525,5.233188020110049,0.3504581133146072,1.1774175165619614,4.08844955625046
Only SEI,182,Cycling,3.687578785069782e-08,8.962992239111309e-11,0.0,4.086636042777689,3.7378931779644704,5.233050449150742,0.35039564663046363,1.1769267180957002,4.088288824594934
Only SEI,183,Cycling,3.696519478871604e-08,8.940693801822086e-11,0.0,4.0864755031596935,3.7377952476525094,5.232913346713687,0.35033269540801104,1.176432969156501,4.08812794306052
Only SEI,184,Cycling,3.70543803254202e-08,8.918553670416064e-11,0.0,4.086314812449542,3.7376976493768694,5.232776709128139,0.3502690690487382,1.175933971083154,4.087966718425608
Only SEI,185,Cycling,3.714334604126541e-08,8.896571584520611e-11,0.0,4.086153777095065,3.7376003807530833,5.232640533053626,0.3502050578416771,1.175432783467997,4.08780543859476
Only SEI,186,Cycling,3.723209350092093e-08,8.874745965552186e-11,0.0,4.0859926849609,3.737503434347736,5.232504808086091,0.3501406999905736,1.1749294278542521,4.087644134338309
Only SEI,187,Cycling,3.732062425220854e-08,8.853075128760933e-11,0.0,4.085831567236082,3.7374068120913457,5.232369536926711,0.3500760834369765,1.1744241543783005,4.087482895528322
Only SEI,188,Cycling,3.740893982236317e-08,8.831557015463053e-11,0.0,4.085670514764783,3.73731051148951,5.232234716084733,0.3500111297538684,1.1739164494575363,4.087321641243379
Only SEI,189,Cycling,3.74970417328839e-08,8.81019105207298e-11,0.0,4.0855094418367655,3.7372145261327407,5.232100336586143,0.34994608444417574,1.1734085165677186,4.087160610576916
Only SEI,190,Cycling,3.758493148623997e-08,8.788975335606791e-11,0.0,4.085348597258291,3.7371188570073333,5.231966399813103,0.3498809013281088,1.1728997244788388,4.086999758335442
Only SEI,191,Cycling,3.767261057570538e-08,8.767908946541398e-11,0.0,4.085187923563737,3.7370234952377634,5.231832893332882,0.34981575603547066,1.1723915850941662,4.0868392512732346
Only SEI,192,Cycling,3.776008048083035e-08,8.746990512496817e-11,0.0,4.085027600229018,3.7369284454774476,5.231699823668379,0.3497507193549789,1.1718843811593054,4.086679164832427
Only SEI,193,Cycling,3.78473426651938e-08,8.726218436344779e-11,0.0,4.084867689810156,3.7368336958860224,5.23156717424115,0.34968579663297605,1.1713782151091578,4.086519492518999
Only SEI,194,Cycling,3.793439857940145e-08,8.70559142076499e-11,0.0,4.084708196551311,3.736739250378426,5.231434950530129,0.3496210313605128,1.1708737281553425,4.086360281738939
Only SEI,195,Cycling,3.8021249660851966e-08,8.685108145051768e-11,0.0,4.084549161552384,3.7366451080485383,5.231303151267724,0.3495566009258422,1.1703714243874401,4.0862017089743805
Only SEI,196,Cycling,3.810789733769995e-08,8.664767684798352e-11,0.0,4.084390763887075,3.7365512536516174,5.231171755111859,0.34949253229443666,1.1698722061902487,4.086043785946054
Only SEI,197,Cycling,3.819434301666025e-08,8.644567896030018e-11,0.0,4.08423301498033,3.7364576969490626,5.231040775728246,0.34942872315709383,1.1693751631086684,4.085886420106156
Only SEI,198,Cycling,3.828058810199224e-08,8.624508533199195e-11,0.0,4.08407582205319,3.7363644293336593,5.230910201068468,0.34936551332012433,1.1688827407894138,4.085729942653783
Only SEI,199,Cycling,3.836663398116001e-08,8.604587916777191e-11,0.0,4.083919515896392,3.736271449488153,5.230780029279501,0.34930284791421906,1.1683941757536331,4.085574297402372
Only SEI,200,Cycling,3.8452482034913514e-08,8.584805375350105e-11,0.0,4.083764040723141,3.7361787571246294,5.230650259972805,0.34924083874050904,1.1679110593605913,4.0854195958651385
Electron Migration SEI,1,Cycling,5.1389426071342165e-09,0.0,0.0,1.1244656034105918,3.77604119479962,5.286457672719596,0.3458483385240889,1.1697028906444435,4.121889533323709
Electron Migration SEI,2,Cycling,5.360605491457557e-09,2.2166288432334038e-10,0.0,4.119958688422,3.7757896356063267,5.286105489849017,0.3459033290790692,1.1700267562896727,4.121692964685396
Electron Migration SEI,3,Cycling,5.573452180235348e-09,2.128466887777911e-10,0.0,4.119770209775323,3.7755481528873625,5.285767414042031,0.3459560424084933,1.1703354025938495,4.121504195295856
Electron Migration SEI,4,Cycling,5.7784571916261155e-09,2.050050113907675e-10,0.0,4.1195885903511025,3.775315571382448,5.28544179993586,0.34600669235693315,1.1706303576891202,4.121322263739382
Electron Migration SEI,5,Cycling,5.976427728272416e-09,1.9797053664630065e-10,0.0,4.119413040613974,3.7750909369319174,5.285127311704613,0.34605544949804434,1.1709127228791232,4.121146386429961
Electron Migration SEI,6,Cycling,6.168041337162084e-09,1.916136088896681e-10,0.0,4.119242911152429,3.774873434646083,5.2848228085038045,0.3461026153250035,1.1711840781168519,4.120976049971087
Electron Migration SEI,7,Cycling,6.353873310571783e-09,1.8583197340969872e-10,0.0,4.119077785473438,3.7746624182683775,5.284527385578841,0.3461482369996465,1.1714452218682823,4.1208106552680235
Electron Migration SEI,8,Cycling,6.534417070110172e-09,1.8054375953838863e-10,0.0,4.1189171419375645,3.7744572994421173,5.284240219219029,0.34619259474233166,1.1716977357971956,4.120649894184449
Electron Migration SEI,9,Cycling,6.7100996184485386e-09,1.7568254833836697e-10,0.0,4.11876074061199,3.7742575816029027,5.283960614247661,0.34623577630582636,1.1719423909067501,4.120493357908729
Electron Migration SEI,10,Cycling,6.881293385966991e-09,1.711937675184521e-10,0.0,4.118608214073889,3.7740628322525196,5.283687965152836,0.3462777951247009,1.1721789525876716,4.120340627377221
Electron Migration SEI,11,Cycling,7.048325570288143e-09,1.6703218432115242e-10,0.0,4.118459200176887,3.7738726818627573,5.283421754608262,0.34631891825572625,1.1724094803508187,4.120191600118483
Electron Migration SEI,12,Cycling,7.211485438066558e-09,1.631598677784151e-10,0.0,4.118313623004346,3.7736867962437364,5.283161514741334,0.346359104896953,1.1726334807721628,4.120045901140689
Electron Migration SEI,13,Cycling,7.371030223434753e-09,1.595447853681948e-10,0.0,4.118171138055398,3.773504876812282,5.282906827536287,0.3463984532926383,1.17285169031571,4.11990333010492
Electron Migration SEI,14,Cycling,7.527189881327039e-09,1.5615965789228604e-10,0.0,4.118031571401944,3.7733266639264773,5.2826573294969705,0.34643708846645493,1.1730649814829945,4.119763752392933
Electron Migration SEI,15,Cycling,7.680170983278393e-09,1.5298110195135418e-10,0.0,4.117894814080568,3.7731519187063975,5.282412686187456,0.34647497383438086,1.1732731274361328,4.119626892540778
Electron Migration SEI,16,Cycling,7.830159892021654e-09,1.4998890874326048e-10,0.0,4.117760602829634,3.7729804340781845,5.282172607711203,0.3465122705978607,1.1734769062581023,4.119492704676045
Electron Migration SEI,17,Cycling,7.977325455533983e-09,1.4716556351232974e-10,0.0,4.117628912695294,3.7728120221386257,5.281936830996827,0.3465489133584776,1.173676294042636,4.119360935497103
Electron Migration SEI,18,Cycling,8.121821213063618e-09,1.444957575296344e-10,0.0,4.117499501555082,3.772646492171402,5.281705089043825,0.3465850915924249,1.1738723855733753,4.119231583763827
Electron Migration SEI,19,Cycling,8.263787272995561e-09,1.419660599319432e-10,0.0,4.117372382092109,3.7724837063265344,5.2814771888584175,0.3466207205685157,1.1740645243218637,4.11910442689505
Electron Migration SEI,20,Cycling,8.403351891029334e-09,1.3956461803377326e-10,0.0,4.117247342665696,3.772323503398979,5.281252904758901,0.3466558510694737,1.1742529422016332,4.118979354468452
Electron Migration SEI,21,Cycling,8.540632853677345e-09,1.37280962648011e-10,0.0,4.117124282423287,3.772165758612175,5.281032062056724,0.3466905997317782,1.1744388229605143,4.118856358343953
Electron Migration SEI,22,Cycling,8.67573861303988e-09,1.3510575936253543e-10,0.0,4.1170031995075105,3.7720103301077206,5.280814462149998,0.3467248691138747,1.1746210272775315,4.118735199221595
Electron Migration SEI,23,Cycling,8.808769307442454e-09,1.3303069440257314e-10,0.0,4.116883866170427,3.771857135429812,5.28059998960218,0.34675882034381367,1.174801153773224,4.118615955773626
Electron Migration SEI,24,Cycling,8.939817606899309e-09,1.3104829945685517e-10,0.0,4.11676636547038,3.7717060416858597,5.28038845835917,0.34679237239067406,1.1749778585152555,4.118498414076534
Electron Migration SEI,25,Cycling,9.068969499760209e-09,1.2915189286089975e-10,0.0,4.11665048835193,3.771556973639476,5.280179763094736,0.3468256643583274,1.1751529355138928,4.1183826379978035
Electron Migration SEI,26,Cycling,9.196304926099656e-09,1.2733542633944683e-10,0.0,4.116536305955698,3.7714098284178252,5.2799737597826635,0.34685859965512433,1.175325235265987,4.11826842807295
